Gene	Gene name
ENSMUSG00000020388	Pdlim4
ENSMUSG00000004791	Pgf
ENSMUSG00000056204	Pgpep1
ENSMUSG00000054728	Phactr1
ENSMUSG00000045658	Pid1
ENSMUSG00000034462	Pkd2
ENSMUSG00000026785	Pkn3
ENSMUSG00000029598	Plbd2
ENSMUSG00000010660	Plcd1
ENSMUSG00000027695	Pld1
ENSMUSG00000040268	Plekha1
ENSMUSG00000005225	Plekha8
ENSMUSG00000026123	Plekhb2
ENSMUSG00000052609	Plekhg3
ENSMUSG00000035172	Plekhh3
ENSMUSG00000030546	Plin1
ENSMUSG00000021701	Plk2
ENSMUSG00000016382	Pls3
ENSMUSG00000032377	Plscr4
ENSMUSG00000017754	Pltp
ENSMUSG00000026748	Plxdc2
ENSMUSG00000030084	Plxna1
ENSMUSG00000030123	Plxnd1
ENSMUSG00000038400	Pmepa1
ENSMUSG00000018217	Pmp22
ENSMUSG00000066235	Pomgnt2
ENSMUSG00000037251	Pomk
ENSMUSG00000029759	Pon3
ENSMUSG00000031169	Porcn
ENSMUSG00000016487	Ppfibp1
ENSMUSG00000032827	Ppp1r9a
ENSMUSG00000045679	Pqlc3
ENSMUSG00000006014	Prg4
ENSMUSG00000050697	Prkaa1
ENSMUSG00000032601	Prkar2a
ENSMUSG00000003526	Prodh
ENSMUSG00000022912	Pros1
ENSMUSG00000026730	Pter
ENSMUSG00000027864	Ptgfrn
ENSMUSG00000017969	Ptgis
ENSMUSG00000022607	Ptk2
ENSMUSG00000038502	Ptov1
ENSMUSG00000027843	Ptpn22
ENSMUSG00000025314	Ptprj
ENSMUSG00000033278	Ptprm
ENSMUSG00000013236	Ptprs
ENSMUSG00000036327	Qsox2
ENSMUSG00000051343	Rab11fip5
ENSMUSG00000056515	Rab31
ENSMUSG00000041046	Ramp3
ENSMUSG00000026014	Raph1
ENSMUSG00000017491	Rarb
ENSMUSG00000070565	Rasal2
ENSMUSG00000030259	Rassf8
ENSMUSG00000033565	Rbfox2
ENSMUSG00000039191	Rbpj
ENSMUSG00000031586	Rbpms
ENSMUSG00000021123	Rdh12
ENSMUSG00000019873	Reep3
ENSMUSG00000008318	Relt
ENSMUSG00000040146	Rgl3
ENSMUSG00000026142	Rhbdd1
ENSMUSG00000019944	Rhobtb1
ENSMUSG00000024143	Rhoq
ENSMUSG00000038658	Ric1
ENSMUSG00000038195	Rilp
ENSMUSG00000029392	Rilpl1
ENSMUSG00000032890	Rims3
ENSMUSG00000024883	Rin1
ENSMUSG00000001768	Rin2
ENSMUSG00000047222	Rnase2a
ENSMUSG00000017144	Rnd3
ENSMUSG00000030788	Rnf141
ENSMUSG00000047747	Rnf150
ENSMUSG00000025900	Rp1
ENSMUSG00000020375	Rufy1
ENSMUSG00000035969	Rusc2
ENSMUSG00000015846	Rxra
ENSMUSG00000032547	Ryk
ENSMUSG00000030592	Ryr1
ENSMUSG00000040026	Saa3
ENSMUSG00000015305	Sash1
ENSMUSG00000038371	Sbf2
ENSMUSG00000012017	Scarf2
ENSMUSG00000022123	Scel
ENSMUSG00000019194	Scn1b
ENSMUSG00000000278	Scpep1
ENSMUSG00000025743	Sdc3
ENSMUSG00000034308	Sdr42e1
ENSMUSG00000029596	Sdsl
ENSMUSG00000026589	Sec16b
ENSMUSG00000035325	Sec31a
ENSMUSG00000020964	Sel1l
ENSMUSG00000029189	Sel1l3
ENSMUSG00000026580	Selp
ENSMUSG00000064373	Sepp1
ENSMUSG00000062345	Serpinb2
ENSMUSG00000026315	Serpinb8
ENSMUSG00000031548	Sfrp1
ENSMUSG00000025212	Sfxn3
ENSMUSG00000020097	Sgpl1
ENSMUSG00000036553	Sh3tc1
ENSMUSG00000022623	Shank3
ENSMUSG00000041362	Shtn1
ENSMUSG00000036078	Sigmar1
ENSMUSG00000026548	Slamf9
ENSMUSG00000029321	Slc10a6
ENSMUSG00000017740	Slc12a5
ENSMUSG00000018459	Slc13a3
ENSMUSG00000049624	Slc17a5
ENSMUSG00000022199	Slc22a17
ENSMUSG00000000154	Slc22a18
ENSMUSG00000015112	Slc25a13
ENSMUSG00000031808	Slc27a1
ENSMUSG00000027219	Slc28a2
ENSMUSG00000026791	Slc2a8
ENSMUSG00000043885	Slc36a4
ENSMUSG00000044712	Slc38a6
ENSMUSG00000036534	Slc38a7
ENSMUSG00000041654	Slc39a11
ENSMUSG00000048833	Slc39a9
ENSMUSG00000034591	Slc41a2
ENSMUSG00000020829	Slc46a1
ENSMUSG00000030096	Slc6a6
ENSMUSG00000031596	Slc7a2
ENSMUSG00000000958	Slc7a7
ENSMUSG00000002504	Slc9a3r2
ENSMUSG00000026065	Slc9a4
ENSMUSG00000069793	Slfn9
ENSMUSG00000025060	Slk
ENSMUSG00000032402	Smad3
ENSMUSG00000053559	Smagp
ENSMUSG00000072704	Smim10l1
ENSMUSG00000001761	Smo
ENSMUSG00000019872	Smpdl3a
ENSMUSG00000047793	Sned1
ENSMUSG00000044349	Snhg11
ENSMUSG00000027488	Snta1
ENSMUSG00000034484	Snx2
ENSMUSG00000050373	Snx21
ENSMUSG00000024535	Snx24
ENSMUSG00000028007	Snx7
ENSMUSG00000056153	Socs6
ENSMUSG00000055485	Soga1
ENSMUSG00000022091	Sorbs3
ENSMUSG00000029093	Sorcs2
ENSMUSG00000026809	Spaca9
ENSMUSG00000034401	Spata6
ENSMUSG00000051934	Spats2
ENSMUSG00000027007	Ssfa2
ENSMUSG00000028538	St3gal3
ENSMUSG00000016128	Stard13
ENSMUSG00000031216	Stard8
ENSMUSG00000033705	Stard9
ENSMUSG00000025920	Stau2
ENSMUSG00000026389	Steap3
ENSMUSG00000033855	Ston1
ENSMUSG00000039629	Strip2
ENSMUSG00000027882	Stxbp3
ENSMUSG00000030711	Sult1a1
ENSMUSG00000023805	Synj2
ENSMUSG00000024743	Syt7
ENSMUSG00000039976	Tbc1d16
ENSMUSG00000036473	Tbc1d24
ENSMUSG00000038122	Tbc1d32
ENSMUSG00000006642	Tcf23
ENSMUSG00000020432	Tcn2
ENSMUSG00000041912	Tdrkh
ENSMUSG00000048078	Tenm4
ENSMUSG00000027082	Tfpi
ENSMUSG00000039239	Tgfb2
ENSMUSG00000074743	Thbd
ENSMUSG00000002489	Tiam1
ENSMUSG00000023800	Tiam2
ENSMUSG00000056130	Ticam2
ENSMUSG00000040413	Timd2
ENSMUSG00000055546	Timd4
ENSMUSG00000017466	Timp2
ENSMUSG00000034640	Tiparp
ENSMUSG00000032041	Tirap
ENSMUSG00000030516	Tjp1
ENSMUSG00000052698	Tln2
ENSMUSG00000031639	Tlr3
ENSMUSG00000020023	Tmcc3
ENSMUSG00000052369	Tmem106c
ENSMUSG00000020895	Tmem107
ENSMUSG00000054675	Tmem119
ENSMUSG00000026939	Tmem141
ENSMUSG00000023367	Tmem176a
ENSMUSG00000029810	Tmem176b
ENSMUSG00000009035	Tmem184b
ENSMUSG00000038079	Tmem237
ENSMUSG00000014353	Tmem87b
ENSMUSG00000036676	Tmtc3
ENSMUSG00000062210	Tnfaip8
ENSMUSG00000023915	Tnfrsf21
ENSMUSG00000089669	Tnfsf13
ENSMUSG00000018752	Tnfsfm13
ENSMUSG00000059866	Tnip2
ENSMUSG00000017607	Tns4
ENSMUSG00000074607	Tox2
ENSMUSG00000040046	Tph1
ENSMUSG00000030894	Tpp1
ENSMUSG00000033825	Tpsb2
ENSMUSG00000034118	Tpst1
ENSMUSG00000032554	Trf
ENSMUSG00000090693	Trim43a
ENSMUSG00000020773	Trim47
ENSMUSG00000042828	Trim72
ENSMUSG00000022263	Trio
ENSMUSG00000038812	Trmt112
ENSMUSG00000014158	Trpv4
ENSMUSG00000049580	Tsku
ENSMUSG00000037824	Tspan14
ENSMUSG00000040219	Ttc12
ENSMUSG00000006784	Ttc25
ENSMUSG00000021013	Ttc8
ENSMUSG00000001473	Tubb6
ENSMUSG00000058317	Ube2e2
ENSMUSG00000052981	Ube2ql1
ENSMUSG00000031710	Ucp1
ENSMUSG00000028456	Unc13b
ENSMUSG00000025876	Unc5a
ENSMUSG00000047712	Ust
ENSMUSG00000034993	Vat1
ENSMUSG00000096145	Vkorc1
ENSMUSG00000096630	Vmn2r26
ENSMUSG00000031696	Vps35
ENSMUSG00000044206	Vsig4
ENSMUSG00000039715	Wdr34
ENSMUSG00000066643	Wdr35
ENSMUSG00000042015	Wdr41
ENSMUSG00000042050	Wdr60
ENSMUSG00000031016	Wee1
ENSMUSG00000039474	Wfs1
ENSMUSG00000028173	Wls
ENSMUSG00000045962	Wnk1
ENSMUSG00000010797	Wnt2
ENSMUSG00000036459	Wtip
ENSMUSG00000031563	Wwc2
ENSMUSG00000035769	Xylb
ENSMUSG00000041995	Zbed3
ENSMUSG00000027583	Zbtb46
ENSMUSG00000044646	Zbtb7c
ENSMUSG00000035164	Zc3h12c
ENSMUSG00000061410	Zcchc14
ENSMUSG00000055538	Zcchc24
ENSMUSG00000039199	Zdhhc1
ENSMUSG00000036985	Zdhhc9
ENSMUSG00000026872	Zeb2
ENSMUSG00000038872	Zfhx3
ENSMUSG00000087598	Zfp111
ENSMUSG00000025602	Zfp202
ENSMUSG00000058881	Zfp516
ENSMUSG00000024220	Zfp523
ENSMUSG00000064141	Zfp69
ENSMUSG00000078866	Zfp970
ENSMUSG00000021286	Zfyve21
ENSMUSG00000043207	Zmpste24
ENSMUSG00000068099	1500009C09Rik
ENSMUSG00000063458	1700112E06Rik
ENSMUSG00000052155	Acvr2a
ENSMUSG00000027318	Adam33
ENSMUSG00000020709	Adap2
ENSMUSG00000002289	Angptl4
ENSMUSG00000054277	Arfgap3
ENSMUSG00000026426	Arl8a
ENSMUSG00000015522	Arnt
ENSMUSG00000033161	Atp1a1
ENSMUSG00000019087	Atp6ap1
ENSMUSG00000045763	Basp1
ENSMUSG00000102037	Bcl2a1a
ENSMUSG00000078566	Bnip3
ENSMUSG00000055172	C1ra
ENSMUSG00000024430	Cabyr
ENSMUSG00000015968	Cacna1d
ENSMUSG00000000805	Car4
ENSMUSG00000035352	Ccl12
ENSMUSG00000031780	Ccl17
ENSMUSG00000035385	Ccl2
ENSMUSG00000035373	Ccl7
ENSMUSG00000027435	Cd93
ENSMUSG00000021483	Cdk20
ENSMUSG00000040274	Cdk6
ENSMUSG00000049848	Ceacam19
ENSMUSG00000031877	Ces2g
ENSMUSG00000050370	Ch25h
ENSMUSG00000038067	Csf3
ENSMUSG00000005054	Cstb
ENSMUSG00000021477	Ctsl
ENSMUSG00000029380	Cxcl1
ENSMUSG00000058427	Cxcl2
ENSMUSG00000029379	Cxcl3
ENSMUSG00000024087	Cyp1b1
ENSMUSG00000024987	Cyp26a1
ENSMUSG00000037697	Ddhd1
ENSMUSG00000048264	Dip2c
ENSMUSG00000022848	Dirc2
ENSMUSG00000060962	Dmkn
ENSMUSG00000061322	Dnaic1
ENSMUSG00000004947	Dtx2
ENSMUSG00000095061	E030018B13Rik
ENSMUSG00000021417	Eci2
ENSMUSG00000021367	Edn1
ENSMUSG00000038418	Egr1
ENSMUSG00000030208	Emp1
ENSMUSG00000022995	Enah
ENSMUSG00000001576	Ergic1
ENSMUSG00000022895	Ets2
ENSMUSG00000070524	Fcrlb
ENSMUSG00000036053	Fmnl2
ENSMUSG00000024912	Fosl1
ENSMUSG00000031714	Gab1
ENSMUSG00000061666	Gdpd1
ENSMUSG00000020363	Gfpt2
ENSMUSG00000003665	Has1
ENSMUSG00000024486	Hbegf
ENSMUSG00000004328	Hif3a
ENSMUSG00000043421	Hilpda
ENSMUSG00000024798	Htr7
ENSMUSG00000035941	Ibtk
ENSMUSG00000023830	Igf2r
ENSMUSG00000027399	Il1a
ENSMUSG00000070942	Il1rl2
ENSMUSG00000025746	Il6
ENSMUSG00000020227	Irak3
ENSMUSG00000018395	Kif3a
ENSMUSG00000047884	Klk9
ENSMUSG00000021190	Lgmn
ENSMUSG00000045312	Lhfpl2
ENSMUSG00000022802	Lmln
ENSMUSG00000004270	Lpcat3
ENSMUSG00000022305	Lrp12
ENSMUSG00000024235	Map3k8
ENSMUSG00000012114	Med15
ENSMUSG00000049723	Mmp12
ENSMUSG00000039956	Mrap
ENSMUSG00000024672	Ms4a7
ENSMUSG00000039308	Ndst2
ENSMUSG00000021215	Net1
ENSMUSG00000007038	Neu1
ENSMUSG00000024177	Nme4
ENSMUSG00000001441	Npepps
ENSMUSG00000034187	Nsf
ENSMUSG00000038463	Olfml2b
ENSMUSG00000025464	Paox
ENSMUSG00000025791	Pgm2
ENSMUSG00000025178	Pi4k2a
ENSMUSG00000028104	Polr3gl
ENSMUSG00000032667	Pon2
ENSMUSG00000042133	Ppig
ENSMUSG00000079654	Prrt4
ENSMUSG00000045027	Prss22
ENSMUSG00000033491	Prss35
ENSMUSG00000050737	Ptges
ENSMUSG00000032487	Ptgs2
ENSMUSG00000040511	Pvr
ENSMUSG00000030407	Qpctl
ENSMUSG00000031104	Rab33a
ENSMUSG00000031167	Rbm3
ENSMUSG00000022018	Rgcc
ENSMUSG00000026482	Rgl1
ENSMUSG00000059606	Rnase2b
ENSMUSG00000052656	Rnf103
ENSMUSG00000050896	Rtn4rl2
ENSMUSG00000074115	Saa1
ENSMUSG00000057465	Saa2
ENSMUSG00000046056	Sbsn
ENSMUSG00000029426	Scarb2
ENSMUSG00000017009	Sdc4
ENSMUSG00000019802	Sec63
ENSMUSG00000037411	Serpine1
ENSMUSG00000005057	Sh2b2
ENSMUSG00000040711	Sh3pxd2b
ENSMUSG00000029175	Slc35f6
ENSMUSG00000020261	Slc36a1
ENSMUSG00000022094	Slc39a14
ENSMUSG00000038178	Slc43a2
ENSMUSG00000022180	Slc7a8
ENSMUSG00000020027	Socs2
ENSMUSG00000006818	Sod2
ENSMUSG00000061878	Sphk1
ENSMUSG00000042286	Stab1
ENSMUSG00000055799	Tcf7l1
ENSMUSG00000029553	Tfec
ENSMUSG00000021253	Tgfb3
ENSMUSG00000040152	Thbs1
ENSMUSG00000001131	Timp1
ENSMUSG00000079164	Tlr5
ENSMUSG00000038141	Tmem181a
ENSMUSG00000024754	Tmem2
ENSMUSG00000026519	Tmem63a
ENSMUSG00000062373	Tmem65
ENSMUSG00000024180	Tmem8
ENSMUSG00000043085	Tmem82
ENSMUSG00000010307	Tmem86a
ENSMUSG00000019850	Tnfaip3
ENSMUSG00000048677	Tpcn2
ENSMUSG00000032376	Usp3
ENSMUSG00000022479	Vdr
ENSMUSG00000020078	Vps26a
ENSMUSG00000042677	Zc3h12a
ENSMUSG00000085795	Zfp703
ENSMUSG00000020284	1810043G02Rik
ENSMUSG00000053553	3110082I17Rik
ENSMUSG00000053007	9430076C15Rik
ENSMUSG00000055782	Abcd2
ENSMUSG00000030861	Acadsb
ENSMUSG00000002103	Acp2
ENSMUSG00000031555	Adam9
ENSMUSG00000030168	Adipor2
ENSMUSG00000018500	Adora2b
ENSMUSG00000011148	Adssl1
ENSMUSG00000055013	Agap1
ENSMUSG00000026922	Agpat2
ENSMUSG00000023827	Agpat4
ENSMUSG00000029314	Agpat9
ENSMUSG00000029007	Agtrap
ENSMUSG00000001729	Akt1
ENSMUSG00000024885	Aldh3b1
ENSMUSG00000005686	Ampd3
ENSMUSG00000021814	Anxa7
ENSMUSG00000015702	Anxa9
ENSMUSG00000002957	Ap2a2
ENSMUSG00000033096	Apmap
ENSMUSG00000062421	Arf2
ENSMUSG00000030105	Arl8b
ENSMUSG00000020604	Arsg
ENSMUSG00000031007	Atp6ap2
ENSMUSG00000031803	B3gnt3
ENSMUSG00000048970	C1galt1c1
ENSMUSG00000021585	Cast
ENSMUSG00000042111	Ccdc115
ENSMUSG00000035539	Ccdc180
ENSMUSG00000051439	Cd14
ENSMUSG00000060703	Cd302
ENSMUSG00000047649	Cd3eap
ENSMUSG00000023067	Cdkn1a
ENSMUSG00000034957	Cebpa
ENSMUSG00000056501	Cebpb
ENSMUSG00000068267	Cenpb
ENSMUSG00000015714	Cers2
ENSMUSG00000049037	Clec4a1
ENSMUSG00000032458	Copb2
ENSMUSG00000004530	Coro1c
ENSMUSG00000071713	Csf2rb
ENSMUSG00000071714	Csf2rb2
ENSMUSG00000027447	Cst3
ENSMUSG00000030970	Ctbp2
ENSMUSG00000028189	Ctbs
ENSMUSG00000017760	Ctsa
ENSMUSG00000062127	Cttnbp2nl
ENSMUSG00000018920	Cxcl16
ENSMUSG00000018042	Cyb5r3
ENSMUSG00000097075	D830044I16Rik
ENSMUSG00000078515	Ddi2
ENSMUSG00000001482	Def8
ENSMUSG00000031898	Dpep3
ENSMUSG00000092074	Dynlt1a
ENSMUSG00000024909	Efemp2
ENSMUSG00000024937	Ehbp1l1
ENSMUSG00000093661	Eif4e3
ENSMUSG00000026083	Eif5b
ENSMUSG00000070002	Ell
ENSMUSG00000022337	Emc2
ENSMUSG00000023960	Enpp5
ENSMUSG00000025192	Entpd7
ENSMUSG00000021831	Ero1l
ENSMUSG00000030199	Etv6
ENSMUSG00000058594	Fbxo18
ENSMUSG00000089665	Fcor
ENSMUSG00000000127	Fer
ENSMUSG00000022788	Fgd4
ENSMUSG00000061175	Fnip2
ENSMUSG00000026657	Frmd4a
ENSMUSG00000030064	Frmd4b
ENSMUSG00000019810	Fuca2
ENSMUSG00000021003	Galc
ENSMUSG00000027199	Gatm
ENSMUSG00000028048	Gba
ENSMUSG00000026893	Gca
ENSMUSG00000031266	Gla
ENSMUSG00000036402	Gng12
ENSMUSG00000014959	Gorasp2
ENSMUSG00000037661	Gpr160
ENSMUSG00000096210	H1f0
ENSMUSG00000034088	Hdlbp
ENSMUSG00000000628	Hk2
ENSMUSG00000029311	Hsd17b11
ENSMUSG00000004951	Hspb1
ENSMUSG00000023206	Il15ra
ENSMUSG00000000555	Itga5
ENSMUSG00000002778	Kdelr1
ENSMUSG00000020821	Kif1c
ENSMUSG00000027475	Kif3b
ENSMUSG00000031447	Lamp1
ENSMUSG00000016534	Lamp2
ENSMUSG00000035212	Leprot
ENSMUSG00000024395	Lims2
ENSMUSG00000055435	Maf
ENSMUSG00000036634	Mag
ENSMUSG00000024150	Mcfd2
ENSMUSG00000039208	Metrnl
ENSMUSG00000027775	Mfsd1
ENSMUSG00000029490	Mfsd7a
ENSMUSG00000036718	Micall2
ENSMUSG00000039616	Mocos
ENSMUSG00000031765	Mt1
ENSMUSG00000029413	Naaa
ENSMUSG00000022453	Naga
ENSMUSG00000058099	Nfam1
ENSMUSG00000030452	Nipa2
ENSMUSG00000017837	Nkiras2
ENSMUSG00000032311	Nrg4
ENSMUSG00000071547	Nt5dc2
ENSMUSG00000063160	Numbl
ENSMUSG00000030717	Nupr1
ENSMUSG00000030162	Olr1
ENSMUSG00000040462	Os9
ENSMUSG00000028559	Osbpl9
ENSMUSG00000036381	P2ry14
ENSMUSG00000048779	P2ry6
ENSMUSG00000028641	P3h1
ENSMUSG00000024899	Papss2
ENSMUSG00000032788	Pdxk
ENSMUSG00000021846	Peli2
ENSMUSG00000011752	Pgam1
ENSMUSG00000030990	Pgap2
ENSMUSG00000029171	Pgm1
ENSMUSG00000062866	Phactr2
ENSMUSG00000068245	Phf11d
ENSMUSG00000046245	Pilra
ENSMUSG00000066684	Pilrb1
ENSMUSG00000066682	Pilrb2
ENSMUSG00000089942	Pira2
ENSMUSG00000017781	Pitpna
ENSMUSG00000056220	Pla2g4a
ENSMUSG00000046223	Plaur
ENSMUSG00000021759	Plpp1
ENSMUSG00000031570	Plpp5
ENSMUSG00000028657	Ppt1
ENSMUSG00000019969	Psen1
ENSMUSG00000032290	Ptpn9
ENSMUSG00000020149	Rab1a
ENSMUSG00000019832	Rab32
ENSMUSG00000004451	Ralb
ENSMUSG00000070780	Rbm47
ENSMUSG00000047881	Rell1
ENSMUSG00000031387	Renbp
ENSMUSG00000020376	Rnf130
ENSMUSG00000063760	Rnf217
ENSMUSG00000041926	Rnpep
ENSMUSG00000073471	Rsph3a
ENSMUSG00000040188	Scamp2
ENSMUSG00000040722	Scamp5
ENSMUSG00000044813	Shb
ENSMUSG00000027322	Siglec1
ENSMUSG00000017765	Slc12a4
ENSMUSG00000026342	Slc35f5
ENSMUSG00000052310	Slc39a1
ENSMUSG00000030089	Slc41a3
ENSMUSG00000032754	Slc8b1
ENSMUSG00000029402	Snrnp35
ENSMUSG00000032382	Snx1
ENSMUSG00000026600	Soat1
ENSMUSG00000037239	Spred3
ENSMUSG00000021930	Spryd7
ENSMUSG00000021036	Sptlc2
ENSMUSG00000005803	Sqrdl
ENSMUSG00000032042	Srpr
ENSMUSG00000021427	Ssr1
ENSMUSG00000027828	Ssr3
ENSMUSG00000031995	St14
ENSMUSG00000033276	Stk36
ENSMUSG00000041488	Stx3
ENSMUSG00000030101	Sumf1
ENSMUSG00000037217	Syn1
ENSMUSG00000036644	Tbc1d9b
ENSMUSG00000000134	Tfe3
ENSMUSG00000039005	Tlr4
ENSMUSG00000025591	Tma16
ENSMUSG00000006301	Tmbim1
ENSMUSG00000047045	Tmem164
ENSMUSG00000029234	Tmem165
ENSMUSG00000060538	Tmem219
ENSMUSG00000097328	Tnfsf12
ENSMUSG00000042870	Tom1
ENSMUSG00000023992	Trem2
ENSMUSG00000032501	Trib1
ENSMUSG00000047821	Trim16
ENSMUSG00000062380	Tubb3
ENSMUSG00000090124	Ugt1a7c
ENSMUSG00000021520	Uqcrb
ENSMUSG00000057363	Uxs1
ENSMUSG00000021771	Vdac2
ENSMUSG00000038775	Vill
ENSMUSG00000075701	Vimp
ENSMUSG00000037752	Xkr8
ENSMUSG00000047371	Zfp768
ENSMUSG00000022456	37865
ENSMUSG00000018398	39692
ENSMUSG00000042208	0610010F05Rik
ENSMUSG00000051319	1500011K16Rik
ENSMUSG00000035372	1810055G02Rik
ENSMUSG00000021185	9030617O03Rik
ENSMUSG00000036275	9530068E07Rik
ENSMUSG00000043939	A530064D06Rik
ENSMUSG00000022822	Abcc5
ENSMUSG00000031378	Abcd1
ENSMUSG00000030760	Acer3
ENSMUSG00000028405	Aco1
ENSMUSG00000034853	Acot11
ENSMUSG00000054693	Adam10
ENSMUSG00000036932	Aifm1
ENSMUSG00000020085	Aifm2
ENSMUSG00000053644	Aldh7a1
ENSMUSG00000026687	Aldh9a1
ENSMUSG00000028028	Alpk1
ENSMUSG00000036977	Anapc10
ENSMUSG00000029484	Anxa3
ENSMUSG00000029994	Anxa4
ENSMUSG00000021686	Ap3b1
ENSMUSG00000019979	Apaf1
ENSMUSG00000021877	Arf4
ENSMUSG00000042607	Asb4
ENSMUSG00000021619	Atg10
ENSMUSG00000040907	Atp1a3
ENSMUSG00000052459	Atp6v1a
ENSMUSG00000018821	Avpi1
ENSMUSG00000027165	B230118H07Rik
ENSMUSG00000017929	B4galt5
ENSMUSG00000027420	Bfsp1
ENSMUSG00000030103	Bhlhe40
ENSMUSG00000024164	C3
ENSMUSG00000004113	Cacna1b
ENSMUSG00000031142	Cacna1f
ENSMUSG00000029767	Calu
ENSMUSG00000030272	Camk1
ENSMUSG00000056737	Capg
ENSMUSG00000027555	Car13
ENSMUSG00000031012	Cask
ENSMUSG00000027994	Ccdc109b
ENSMUSG00000034795	Ccdc122
ENSMUSG00000018927	Ccl6
ENSMUSG00000022667	Cd200r1
ENSMUSG00000016496	Cd274
ENSMUSG00000018774	Cd68
ENSMUSG00000041598	Cdc42ep4
ENSMUSG00000020024	Cep83
ENSMUSG00000090231	Cfb
ENSMUSG00000074916	Chst14
ENSMUSG00000046841	Ckap4
ENSMUSG00000000318	Clec10a
ENSMUSG00000043832	Clec4a3
ENSMUSG00000032024	Clmp
ENSMUSG00000032245	Cln6
ENSMUSG00000026317	Cln8
ENSMUSG00000062169	Cnih4
ENSMUSG00000036968	Cnpy4
ENSMUSG00000048351	Coa7
ENSMUSG00000018672	Copz2
ENSMUSG00000003617	Cp
ENSMUSG00000062980	Cped1
ENSMUSG00000065979	Cpped1
ENSMUSG00000039007	Cpq
ENSMUSG00000030284	Creld1
ENSMUSG00000006360	Crip1
ENSMUSG00000024621	Csf1r
ENSMUSG00000059326	Csf2ra
ENSMUSG00000034101	Ctnnd1
ENSMUSG00000038642	Ctss
ENSMUSG00000015340	Cybb
ENSMUSG00000048440	Cyp4f16
ENSMUSG00000079057	Cyp4v3
ENSMUSG00000039519	Cyp7b1
ENSMUSG00000025077	Dclre1a
ENSMUSG00000028757	Ddost
ENSMUSG00000020075	Ddx21
ENSMUSG00000038633	Degs1
ENSMUSG00000035392	Dennd1a
ENSMUSG00000038456	Dennd2a
ENSMUSG00000066026	Dhrs3
ENSMUSG00000070972	Dnajc25
ENSMUSG00000022136	Dnajc3
ENSMUSG00000003812	Dnase2a
ENSMUSG00000035954	Dock4
ENSMUSG00000032123	Dpagt1
ENSMUSG00000027900	Dram2
ENSMUSG00000003518	Dusp3
ENSMUSG00000016526	Dyrk3
ENSMUSG00000016477	E2f3
ENSMUSG00000062148	Ear6
ENSMUSG00000028108	Ecm1
ENSMUSG00000037868	Egr2
ENSMUSG00000024079	Eif2ak2
ENSMUSG00000035150	Eif2s3x
ENSMUSG00000017670	Elmo2
ENSMUSG00000029163	Emilin1
ENSMUSG00000026814	Eng
ENSMUSG00000059040	Eno1b
ENSMUSG00000026615	Eprs
ENSMUSG00000005881	Ergic3
ENSMUSG00000028343	Erp44
ENSMUSG00000013089	Etv5
ENSMUSG00000078771	Evi2a
ENSMUSG00000031444	F10
ENSMUSG00000027533	Fabp5
ENSMUSG00000022938	Fam3b
ENSMUSG00000069808	Fam57a
ENSMUSG00000050503	Fbxl22
ENSMUSG00000020635	Fkbp1b
ENSMUSG00000020357	Flt4
ENSMUSG00000015027	Galns
ENSMUSG00000033316	Galnt9
ENSMUSG00000040220	Gas8
ENSMUSG00000026829	Gbgt1
ENSMUSG00000027865	Gdap2
ENSMUSG00000030117	Gdf3
ENSMUSG00000029992	Gfpt1
ENSMUSG00000017747	Ghdc
ENSMUSG00000074419	Gm15448
ENSMUSG00000000594	Gm2a
ENSMUSG00000058163	Gm5431
ENSMUSG00000034792	Gna15
ENSMUSG00000038811	Gngt2
ENSMUSG00000052102	Gnpda1
ENSMUSG00000021556	Golm1
ENSMUSG00000026271	Gpr35
ENSMUSG00000040111	Gramd1b
ENSMUSG00000062203	Gspt1
ENSMUSG00000025068	Gsto1
ENSMUSG00000023982	Guca1a
ENSMUSG00000003865	Gys1
ENSMUSG00000025232	Hexa
ENSMUSG00000021260	Hhipl1
ENSMUSG00000029776	Hibadh
ENSMUSG00000021109	Hif1a
ENSMUSG00000039959	Hip1
ENSMUSG00000024165	Hn1l
ENSMUSG00000020605	Hs1bp3
ENSMUSG00000042289	Hsd3b7
ENSMUSG00000020048	Hsp90b1
ENSMUSG00000020361	Hspa4
ENSMUSG00000026864	Hspa5
ENSMUSG00000024359	Hspa9
ENSMUSG00000031838	Ifi30
ENSMUSG00000007867	Ift43
ENSMUSG00000021676	Iqgap2
ENSMUSG00000041115	Iqsec2
ENSMUSG00000029771	Irf5
ENSMUSG00000019139	Isyna1
ENSMUSG00000025809	Itgb1
ENSMUSG00000000290	Itgb2
ENSMUSG00000026223	Itm2c
ENSMUSG00000095115	Itpripl2
ENSMUSG00000052684	Jun
ENSMUSG00000042099	Kank3
ENSMUSG00000025213	Kazald1
ENSMUSG00000044952	Kctd21
ENSMUSG00000029162	Khk
ENSMUSG00000044350	Lacc1
ENSMUSG00000026478	Lamc1
ENSMUSG00000016024	Lbp
ENSMUSG00000029674	Limk1
ENSMUSG00000041891	Lman1
ENSMUSG00000028063	Lmna
ENSMUSG00000033306	Lpp
ENSMUSG00000040249	Lrp1
ENSMUSG00000027253	Lrp4
ENSMUSG00000024913	Lrp5
ENSMUSG00000029103	Lrpap1
ENSMUSG00000047766	Lrrc49
ENSMUSG00000046079	Lrrc8d
ENSMUSG00000001247	Lsr
