Gene,Gene name,Module,Type,
ENSMUSG00000079427,Mthfsl,L3,,
ENSMUSG00000078945,Naip2,L3,TYPE_I,
ENSMUSG00000071203,Naip5,L3,TYPE_I,TYPE_II
ENSMUSG00000071715,Ncf4,L3,TYPE_I,
ENSMUSG00000022488,Nckap1l,L3,TYPE_I,
ENSMUSG00000028614,Ndc1,L3,TYPE_I,
ENSMUSG00000028923,Necap2,L3,,
ENSMUSG00000047180,Neurl3,L3,,
ENSMUSG00000058099,Nfam1,L3,TYPE_I,
ENSMUSG00000030452,Nipa2,L3,TYPE_I,
ENSMUSG00000027405,Nop56,L3,TYPE_I,TYPE_II
ENSMUSG00000056209,Npm3,L3,TYPE_I,TYPE_II
ENSMUSG00000034187,Nsf,L3,TYPE_I,
ENSMUSG00000019890,Nts,L3,,
ENSMUSG00000022009,Nufip1,L3,,
ENSMUSG00000020844,Nxn,L3,,TYPE_II
ENSMUSG00000026158,Ogfrl1,L3,TYPE_I,TYPE_II
ENSMUSG00000046034,Otulin,L3,TYPE_I,TYPE_II
ENSMUSG00000036353,P2ry12,L3,TYPE_I,TYPE_II
ENSMUSG00000048779,P2ry6,L3,TYPE_I,TYPE_II
ENSMUSG00000028641,P3h1,L3,,
ENSMUSG00000022439,Parvg,L3,TYPE_I,
ENSMUSG00000024805,Pcgf5,L3,TYPE_I,TYPE_II
ENSMUSG00000023868,Pde10a,L3,,
ENSMUSG00000026784,Pdss1,L3,TYPE_I,TYPE_II
ENSMUSG00000018293,Pfn1,L3,,
ENSMUSG00000025017,Pik3ap1,L3,TYPE_I,
ENSMUSG00000020573,Pik3cg,L3,TYPE_I,TYPE_II
ENSMUSG00000089942,Pira2,L3,TYPE_I,
ENSMUSG00000058818,Pirb,L3,TYPE_I,
ENSMUSG00000023913,Pla2g7,L3,,TYPE_II
ENSMUSG00000038910,Plcl2,L3,TYPE_I,TYPE_II
ENSMUSG00000087141,Plcxd2,L3,TYPE_I,
ENSMUSG00000050721,Plekho2,L3,,
ENSMUSG00000068417,Pnp2,L3,TYPE_I,TYPE_II
ENSMUSG00000028099,Polr3c,L3,,
ENSMUSG00000026458,Ppfia4,L3,TYPE_I,TYPE_II
ENSMUSG00000030697,Ppp4c,L3,,
ENSMUSG00000038151,Prdm1,L3,TYPE_I,
ENSMUSG00000008373,Prpf31,L3,,
ENSMUSG00000023048,Prr13,L3,,
ENSMUSG00000024124,Prss30,L3,,TYPE_II
ENSMUSG00000049719,Prss46,L3,,TYPE_II
ENSMUSG00000022598,Psca,L3,,
ENSMUSG00000026979,Psd4,L3,TYPE_I,
ENSMUSG00000010609,Psen2,L3,TYPE_I,
ENSMUSG00000027566,Psma7,L3,TYPE_I,
ENSMUSG00000021938,Pspc1,L3,,
ENSMUSG00000032322,Pstpip1,L3,TYPE_I,
ENSMUSG00000037759,Ptger2,L3,,TYPE_II
ENSMUSG00000059456,Ptk2b,L3,TYPE_I,
ENSMUSG00000027843,Ptpn22,L3,TYPE_I,TYPE_II
ENSMUSG00000004266,Ptpn6,L3,TYPE_I,TYPE_II
ENSMUSG00000033356,Pus7l,L3,,
ENSMUSG00000019832,Rab32,L3,,TYPE_II
ENSMUSG00000020732,Rab37,L3,,
ENSMUSG00000030055,Rab43,L3,TYPE_I,TYPE_II
ENSMUSG00000019173,Rab5c,L3,TYPE_I,
ENSMUSG00000003037,Rab8a,L3,,
ENSMUSG00000070953,Rabepk,L3,TYPE_I,
ENSMUSG00000033220,Rac2,L3,TYPE_I,
ENSMUSG00000078452,Raet1d,L3,,TYPE_II
ENSMUSG00000029430,Ran,L3,TYPE_I,TYPE_II
ENSMUSG00000038807,Rap1gap2,L3,TYPE_I,TYPE_II
ENSMUSG00000036894,Rap2b,L3,TYPE_I,
ENSMUSG00000027339,Rassf2,L3,TYPE_I,TYPE_II
ENSMUSG00000028896,Rcc1,L3,TYPE_I,
ENSMUSG00000008318,Relt,L3,,TYPE_II
ENSMUSG00000039316,Rftn1,L3,,TYPE_II
ENSMUSG00000026358,Rgs1,L3,TYPE_I,TYPE_II
ENSMUSG00000052087,Rgs14,L3,TYPE_I,TYPE_II
ENSMUSG00000002458,Rgs19,L3,TYPE_I,
ENSMUSG00000042671,Rgs8,L3,TYPE_I,
ENSMUSG00000022221,Ripk3,L3,,TYPE_II
ENSMUSG00000020376,Rnf130,L3,,TYPE_II
ENSMUSG00000052949,Rnf157,L3,,
ENSMUSG00000021720,Rnf180,L3,,
ENSMUSG00000029474,Rnf34,L3,TYPE_I,TYPE_II
ENSMUSG00000027422,Rrbp1,L3,TYPE_I,TYPE_II
ENSMUSG00000039153,Runx2,L3,,TYPE_II
ENSMUSG00000067586,S1pr3,L3,TYPE_I,
ENSMUSG00000048385,Scrt1,L3,,
ENSMUSG00000025165,Sectm1a,L3,TYPE_I,TYPE_II
ENSMUSG00000048163,Selplg,L3,TYPE_I,
ENSMUSG00000021451,Sema4d,L3,TYPE_I,
ENSMUSG00000027808,Serp1,L3,,
ENSMUSG00000041481,Serpina3g,L3,TYPE_I,TYPE_II
ENSMUSG00000079014,Serpina3i,L3,,TYPE_II
ENSMUSG00000052631,Sh2d6,L3,TYPE_I,
ENSMUSG00000054520,Sh3bp2,L3,TYPE_I,
ENSMUSG00000089832,Shkbp1,L3,,
ENSMUSG00000037902,Sirpa,L3,TYPE_I,
ENSMUSG00000095028,Sirpb1b,L3,,
ENSMUSG00000074677,Sirpb1c,L3,,TYPE_II
ENSMUSG00000059182,Skap2,L3,TYPE_I,
ENSMUSG00000026177,Slc11a1,L3,TYPE_I,
ENSMUSG00000024737,Slc15a3,L3,TYPE_I,
ENSMUSG00000020261,Slc36a1,L3,TYPE_I,
ENSMUSG00000022180,Slc7a8,L3,TYPE_I,TYPE_II
ENSMUSG00000078763,Slfn1,L3,TYPE_I,TYPE_II
ENSMUSG00000072620,Slfn2,L3,TYPE_I,TYPE_II
ENSMUSG00000000204,Slfn4,L3,TYPE_I,TYPE_II
ENSMUSG00000032870,Smap2,L3,,
ENSMUSG00000071724,Smpd5,L3,TYPE_I,
ENSMUSG00000030512,Snrpa1,L3,,TYPE_II
ENSMUSG00000024217,Snrpc,L3,,
ENSMUSG00000031662,Snx20,L3,TYPE_I,TYPE_II
ENSMUSG00000027722,Spata5,L3,TYPE_I,TYPE_II
ENSMUSG00000002111,Spi1,L3,,
ENSMUSG00000070003,Ssbp4,L3,,TYPE_II
ENSMUSG00000042286,Stab1,L3,TYPE_I,TYPE_II
ENSMUSG00000026094,Stk17b,L3,TYPE_I,TYPE_II
ENSMUSG00000028327,Stra6l,L3,,TYPE_II
ENSMUSG00000028643,Svbp,L3,TYPE_I,
ENSMUSG00000048277,Syngr2,L3,TYPE_I,
ENSMUSG00000031709,Tbc1d9,L3,TYPE_I,TYPE_II
ENSMUSG00000014075,Tctex1d2,L3,,TYPE_II
ENSMUSG00000029217,Tec,L3,TYPE_I,TYPE_II
ENSMUSG00000029553,Tfec,L3,TYPE_I,TYPE_II
ENSMUSG00000035493,Tgfbi,L3,TYPE_I,TYPE_II
ENSMUSG00000037731,Themis2,L3,TYPE_I,TYPE_II
ENSMUSG00000001131,Timp1,L3,TYPE_I,TYPE_II
ENSMUSG00000033777,Tlr13,L3,,TYPE_II
ENSMUSG00000044583,Tlr7,L3,TYPE_I,TYPE_II
ENSMUSG00000079625,Tm4sf19,L3,,
ENSMUSG00000050106,Tmc8,L3,TYPE_I,
ENSMUSG00000041143,Tmco4,L3,TYPE_I,TYPE_II
ENSMUSG00000024349,Tmem173,L3,TYPE_I,TYPE_II
ENSMUSG00000025521,Tmem192,L3,TYPE_I,
ENSMUSG00000013707,Tnfaip8l2,L3,,TYPE_II
ENSMUSG00000026321,Tnfrsf11a,L3,,TYPE_II
ENSMUSG00000028602,Tnfrsf8,L3,,
ENSMUSG00000050565,Tor1aip2,L3,TYPE_I,TYPE_II
ENSMUSG00000071068,Treml2,L3,TYPE_I,TYPE_II
ENSMUSG00000052749,Trim30b,L3,,
ENSMUSG00000072244,Trim6,L3,TYPE_I,TYPE_II
ENSMUSG00000018507,Trpv2,L3,TYPE_I,
ENSMUSG00000041736,Tspo,L3,TYPE_I,TYPE_II
ENSMUSG00000062380,Tubb3,L3,TYPE_I,TYPE_II
ENSMUSG00000030579,Tyrobp,L3,TYPE_I,
ENSMUSG00000032020,Ubash3b,L3,TYPE_I,TYPE_II
ENSMUSG00000060860,Ube2s,L3,TYPE_I,
ENSMUSG00000090124,Ugt1a7c,L3,,
ENSMUSG00000006143,Upk3bl,L3,TYPE_I,
ENSMUSG00000031792,Usb1,L3,TYPE_I,TYPE_II
ENSMUSG00000034116,Vav1,L3,TYPE_I,
ENSMUSG00000014547,Wdfy2,L3,,
ENSMUSG00000005103,Wdr1,L3,,
ENSMUSG00000026019,Wdr12,L3,TYPE_I,TYPE_II
ENSMUSG00000045690,Wdr89,L3,TYPE_I,
ENSMUSG00000075284,Wipf1,L3,TYPE_I,TYPE_II
ENSMUSG00000030657,Xylt1,L3,,TYPE_II
ENSMUSG00000028811,Yars,L3,TYPE_I,TYPE_II
ENSMUSG00000029826,Zc3hav1,L3,TYPE_I,TYPE_II
ENSMUSG00000030471,Zdhhc13,L3,,
ENSMUSG00000033906,Zdhhc15,L3,,
ENSMUSG00000000552,Zfp385a,L3,TYPE_I,
ENSMUSG00000070605,Zfp992,L3,,
ENSMUSG00000063245,Zfp993,L3,,
ENSMUSG00000040829,Zmynd15,L3,TYPE_I,
ENSMUSG00000001833,Sep-07,L4,,
ENSMUSG00000078784,1810022K09Rik,L4,TYPE_I,
ENSMUSG00000021807,2700060E02Rik,L4,,
ENSMUSG00000078453,Abracl,L4,TYPE_I,
ENSMUSG00000044573,Acp1,L4,,
ENSMUSG00000028029,Aimp1,L4,,
ENSMUSG00000031931,Ankrd49,L4,,
ENSMUSG00000025525,Apool,L4,TYPE_I,
ENSMUSG00000039219,Arid4b,L4,,
ENSMUSG00000060904,Arl1,L4,,
ENSMUSG00000029465,Arpc3,L4,,
ENSMUSG00000026095,Asnsd1,L4,,
ENSMUSG00000022663,Atg3,L4,TYPE_I,
ENSMUSG00000028238,Atp6v0d2,L4,,TYPE_II
ENSMUSG00000021114,Atp6v1d,L4,TYPE_I,
ENSMUSG00000031229,Atrx,L4,,
ENSMUSG00000084957,Bbip1,L4,TYPE_I,TYPE_II
ENSMUSG00000006010,BC003331,L4,,
ENSMUSG00000057506,Bloc1s2,L4,,
ENSMUSG00000031201,Brcc3,L4,,
ENSMUSG00000038722,Bud31,L4,,
ENSMUSG00000000581,C1d,L4,,
ENSMUSG00000028282,Casp8ap2,L4,,
ENSMUSG00000025613,Cct8,L4,,TYPE_II
ENSMUSG00000020024,Cep83,L4,,
ENSMUSG00000031954,Cfdp1,L4,,
ENSMUSG00000033916,Chmp2a,L4,,
ENSMUSG00000039163,Cmc1,L4,TYPE_I,
ENSMUSG00000029213,Commd8,L4,,
ENSMUSG00000027206,Cops2,L4,TYPE_I,
ENSMUSG00000031231,Cox7b,L4,TYPE_I,
ENSMUSG00000004096,Cwc15,L4,TYPE_I,
ENSMUSG00000032872,Cyb5r4,L4,,
ENSMUSG00000053289,Ddx10,L4,TYPE_I,TYPE_II
ENSMUSG00000023106,Denr,L4,,TYPE_II
ENSMUSG00000031403,Dkc1,L4,,TYPE_II
ENSMUSG00000029014,Dnajc2,L4,,
ENSMUSG00000044224,Dnajc21,L4,,TYPE_II
ENSMUSG00000039756,Dnttip2,L4,,
ENSMUSG00000021116,Eif2s1,L4,TYPE_I,
ENSMUSG00000074656,Eif2s2,L4,,
ENSMUSG00000022336,Eif3e,L4,,
ENSMUSG00000043424,Eif3j2,L4,TYPE_I,TYPE_II
ENSMUSG00000028156,Eif4e,L4,TYPE_I,TYPE_II
ENSMUSG00000026083,Eif5b,L4,,
ENSMUSG00000022337,Emc2,L4,,
ENSMUSG00000030304,Ergic2,L4,,
ENSMUSG00000028343,Erp44,L4,,
ENSMUSG00000024293,Esco1,L4,,
ENSMUSG00000045624,Esf1,L4,TYPE_I,TYPE_II
ENSMUSG00000028322,Exosc3,L4,,
ENSMUSG00000043336,Filip1l,L4,TYPE_I,TYPE_II
ENSMUSG00000027680,Fxr1,L4,,
ENSMUSG00000021218,Gdi2,L4,,
ENSMUSG00000073987,Ggh,L4,,
ENSMUSG00000031068,Glrx3,L4,,
ENSMUSG00000051255,Gm6563,L4,,
ENSMUSG00000092086,Gm6793,L4,,
ENSMUSG00000032745,Gpbp1,L4,,
ENSMUSG00000028271,Gtf2b,L4,,
ENSMUSG00000031585,Gtf2e2,L4,TYPE_I,
ENSMUSG00000031245,Hmgn5,L4,,TYPE_II
ENSMUSG00000028016,Ints12,L4,,
ENSMUSG00000049327,Kmt5a,L4,TYPE_I,
ENSMUSG00000021929,Kpna3,L4,TYPE_I,TYPE_II
ENSMUSG00000053012,Krcc1,L4,TYPE_I,
ENSMUSG00000020224,Llph,L4,,TYPE_II
ENSMUSG00000034192,Lsm3,L4,,
ENSMUSG00000091625,Lsm5,L4,,TYPE_II
ENSMUSG00000044155,Lsm8,L4,,
ENSMUSG00000019814,Ltv1,L4,,TYPE_II
ENSMUSG00000067367,Lyar,L4,,TYPE_II
ENSMUSG00000030876,Mettl9,L4,,
ENSMUSG00000031422,Morf4l2,L4,,
ENSMUSG00000030521,Mphosph10,L4,TYPE_I,TYPE_II
ENSMUSG00000029486,Mrpl1,L4,TYPE_I,
ENSMUSG00000026087,Mrpl30,L4,TYPE_I,
ENSMUSG00000015672,Mrpl32,L4,TYPE_I,
ENSMUSG00000052962,Mrpl35,L4,,
ENSMUSG00000030612,Mrpl46,L4,,
ENSMUSG00000037531,Mrpl47,L4,,
ENSMUSG00000016833,Mrps18c,L4,,
ENSMUSG00000032459,Mrps22,L4,,
ENSMUSG00000002728,Naa20,L4,TYPE_I,
ENSMUSG00000002881,Nab1,L4,,
ENSMUSG00000056234,Ncoa4,L4,TYPE_I,TYPE_II
ENSMUSG00000021764,Ndufs4,L4,TYPE_I,
ENSMUSG00000020982,Nemf,L4,,
ENSMUSG00000021392,Nol8,L4,TYPE_I,TYPE_II
ENSMUSG00000026020,Nop58,L4,TYPE_I,TYPE_II
ENSMUSG00000057113,Npm1,L4,TYPE_I,TYPE_II
ENSMUSG00000060739,Nsa2,L4,TYPE_I,
ENSMUSG00000037958,Nsrp1,L4,TYPE_I,
ENSMUSG00000030659,Nucb2,L4,TYPE_I,
ENSMUSG00000038736,Nudcd1,L4,,
ENSMUSG00000020328,Nudcd2,L4,,
ENSMUSG00000030417,Pdcd5,L4,,
ENSMUSG00000052033,Pfdn4,L4,,
ENSMUSG00000079480,Pin4,L4,,
ENSMUSG00000021958,Pinx1,L4,TYPE_I,TYPE_II
ENSMUSG00000020116,Pno1,L4,TYPE_I,TYPE_II
ENSMUSG00000029642,Polr1d,L4,,
ENSMUSG00000029649,Pomp,L4,TYPE_I,TYPE_II
ENSMUSG00000024538,Ppic,L4,TYPE_I,TYPE_II
ENSMUSG00000042133,Ppig,L4,,
ENSMUSG00000021022,Ppp2r3c,L4,,
ENSMUSG00000030751,Psma1,L4,TYPE_I,
ENSMUSG00000015671,Psma2,L4,,
ENSMUSG00000060073,Psma3,L4,TYPE_I,
ENSMUSG00000032301,Psma4,L4,TYPE_I,
ENSMUSG00000014769,Psmb1,L4,,
ENSMUSG00000028837,Psmb2,L4,,
ENSMUSG00000026750,Psmb7,L4,,
ENSMUSG00000028932,Psmc2,L4,,
ENSMUSG00000021832,Psmc6,L4,TYPE_I,
ENSMUSG00000031429,Psmd10,L4,,
ENSMUSG00000026914,Psmd14,L4,,
ENSMUSG00000041360,Pum3,L4,TYPE_I,TYPE_II
ENSMUSG00000005732,Ranbp1,L4,TYPE_I,TYPE_II
ENSMUSG00000018848,Rars,L4,TYPE_I,
ENSMUSG00000041238,Rbbp8,L4,TYPE_I,TYPE_II
ENSMUSG00000037070,Rbmxl1,L4,,TYPE_II
ENSMUSG00000021932,Rnaseh2b,L4,,
ENSMUSG00000024290,Rock1,L4,TYPE_I,
ENSMUSG00000028187,Rpf1,L4,TYPE_I,
ENSMUSG00000038510,Rpf2,L4,TYPE_I,TYPE_II
ENSMUSG00000049751,Rpl36al,L4,TYPE_I,
ENSMUSG00000049950,Rpp38,L4,,
ENSMUSG00000028495,Rps6,L4,,
ENSMUSG00000005846,Rsl1d1,L4,TYPE_I,
ENSMUSG00000019782,Rwdd1,L4,,
ENSMUSG00000041959,S100a10,L4,,
ENSMUSG00000078427,Sarnp,L4,,
ENSMUSG00000020952,Scfd1,L4,TYPE_I,
ENSMUSG00000024516,Sec11c,L4,TYPE_I,
ENSMUSG00000021040,Slirp,L4,TYPE_I,
ENSMUSG00000020608,Smc6,L4,TYPE_I,
ENSMUSG00000071180,Smim15,L4,,
ENSMUSG00000008333,Snrpb2,L4,,
ENSMUSG00000002477,Snrpd1,L4,,TYPE_II
ENSMUSG00000090553,Snrpe,L4,,
ENSMUSG00000057278,Snrpg,L4,,
ENSMUSG00000068882,Ssb,L4,TYPE_I,
ENSMUSG00000029038,Ssu72,L4,,
ENSMUSG00000022329,Stk3,L4,,
ENSMUSG00000022205,Sub1,L4,TYPE_I,
ENSMUSG00000026021,Sumo1,L4,TYPE_I,
ENSMUSG00000004535,Tax1bp1,L4,TYPE_I,
ENSMUSG00000033813,Tcea1,L4,TYPE_I,TYPE_II
ENSMUSG00000079658,Tceb1,L4,,
ENSMUSG00000024287,Thoc1,L4,,
ENSMUSG00000091537,Tma7,L4,,
ENSMUSG00000063406,Tmed5,L4,TYPE_I,
ENSMUSG00000031617,Tmem184c,L4,TYPE_I,
ENSMUSG00000062210,Tnfaip8,L4,TYPE_I,
ENSMUSG00000031799,Tpm4,L4,,
ENSMUSG00000060126,Tpt1,L4,TYPE_I,
ENSMUSG00000049299,Trappc1,L4,TYPE_I,
ENSMUSG00000028367,Txn1,L4,TYPE_I,TYPE_II
ENSMUSG00000020803,Txndc17,L4,,TYPE_II
ENSMUSG00000058407,Txndc9,L4,TYPE_I,
ENSMUSG00000018189,Uchl5,L4,,
ENSMUSG00000021520,Uqcrb,L4,,
ENSMUSG00000020124,Usp15,L4,TYPE_I,TYPE_II
ENSMUSG00000063785,Utp14a,L4,TYPE_I,
ENSMUSG00000070697,Utp3,L4,TYPE_I,
ENSMUSG00000008892,Vdac3,L4,,
ENSMUSG00000019868,Vta1,L4,TYPE_I,
ENSMUSG00000054626,Xlr,L4,TYPE_I,
ENSMUSG00000027091,Zc3h15,L4,TYPE_I,
ENSMUSG00000023892,Zfp51,L4,TYPE_I,
ENSMUSG00000066880,Zfp617,L4,,TYPE_II
ENSMUSG00000058093,Zfp729b,L4,,
ENSMUSG00000059897,Zfp930,L4,TYPE_I,
ENSMUSG00000053347,Zfp943,L4,,
ENSMUSG00000044906,4930503L19Rik,L5,TYPE_I,
ENSMUSG00000025058,5430427O19Rik,L5,TYPE_I,TYPE_II
ENSMUSG00000069893,9930111J21Rik1,L5,TYPE_I,TYPE_II
ENSMUSG00000069892,9930111J21Rik2,L5,TYPE_I,TYPE_II
ENSMUSG00000036678,Aaas,L5,,TYPE_II
ENSMUSG00000018381,Abi3,L5,,TYPE_II
ENSMUSG00000002103,Acp2,L5,,
ENSMUSG00000056413,Adap1,L5,,
ENSMUSG00000024397,Aif1,L5,TYPE_I,TYPE_II
ENSMUSG00000050089,Akap4,L5,,
ENSMUSG00000036820,Amdhd2,L5,,
ENSMUSG00000031635,Anxa10,L5,,
ENSMUSG00000040613,Apobec1,L5,TYPE_I,TYPE_II
ENSMUSG00000022548,Apod,L5,TYPE_I,
ENSMUSG00000057346,Apol9a,L5,TYPE_I,TYPE_II
ENSMUSG00000068246,Apol9b,L5,TYPE_I,TYPE_II
ENSMUSG00000043144,Aqp6,L5,,
ENSMUSG00000044147,Arf6,L5,TYPE_I,TYPE_II
ENSMUSG00000036995,Asap3,L5,TYPE_I,TYPE_II
ENSMUSG00000038774,Ascc3,L5,TYPE_I,
ENSMUSG00000025324,Atp10a,L5,TYPE_I,TYPE_II
ENSMUSG00000060671,Atp8b2,L5,TYPE_I,
ENSMUSG00000078349,AW011738,L5,TYPE_I,
ENSMUSG00000002602,Axl,L5,TYPE_I,TYPE_II
ENSMUSG00000059479,B3gnt8,L5,TYPE_I,TYPE_II
ENSMUSG00000075269,Bex6,L5,,
ENSMUSG00000046718,Bst2,L5,TYPE_I,TYPE_II
ENSMUSG00000067276,Capn6,L5,TYPE_I,
ENSMUSG00000025887,Casp12,L5,TYPE_I,TYPE_II
ENSMUSG00000034165,Ccnd3,L5,TYPE_I,TYPE_II
ENSMUSG00000030007,Cct7,L5,,TYPE_II
ENSMUSG00000062082,Cd200r4,L5,TYPE_I,
ENSMUSG00000035914,Cd276,L5,,
ENSMUSG00000044811,Cd300c2,L5,TYPE_I,
ENSMUSG00000048498,Cd300e,L5,,
ENSMUSG00000069609,Cd300ld4,L5,,TYPE_II
ENSMUSG00000028459,Cd72,L5,TYPE_I,
ENSMUSG00000021175,Cdca7l,L5,,TYPE_II
ENSMUSG00000029394,Cdk2ap1,L5,,
ENSMUSG00000049037,Clec4a1,L5,,
ENSMUSG00000026317,Cln8,L5,TYPE_I,TYPE_II
ENSMUSG00000020638,Cmpk2,L5,TYPE_I,TYPE_II
ENSMUSG00000031875,Cmtm3,L5,,
ENSMUSG00000056494,Cngb3,L5,TYPE_I,
ENSMUSG00000020953,Coch,L5,TYPE_I,
ENSMUSG00000024835,Coro1b,L5,TYPE_I,
ENSMUSG00000024621,Csf1r,L5,TYPE_I,
ENSMUSG00000029366,Dck,L5,TYPE_I,TYPE_II
ENSMUSG00000024472,Dcp2,L5,TYPE_I,TYPE_II
ENSMUSG00000028194,Ddah1,L5,TYPE_I,
ENSMUSG00000025408,Ddit3,L5,TYPE_I,
ENSMUSG00000040296,Ddx58,L5,TYPE_I,TYPE_II
ENSMUSG00000037921,Ddx60,L5,TYPE_I,TYPE_II
ENSMUSG00000035392,Dennd1a,L5,TYPE_I,TYPE_II
ENSMUSG00000002668,Dennd1c,L5,,
ENSMUSG00000017830,Dhx58,L5,TYPE_I,TYPE_II
ENSMUSG00000040035,Disp2,L5,,
ENSMUSG00000046323,Dppa3,L5,,TYPE_II
ENSMUSG00000043067,Dpy19l1,L5,TYPE_I,TYPE_II
ENSMUSG00000027900,Dram2,L5,,
ENSMUSG00000024079,Eif2ak2,L5,TYPE_I,TYPE_II
ENSMUSG00000022014,Epsti1,L5,TYPE_I,TYPE_II
ENSMUSG00000078771,Evi2a,L5,TYPE_I,
ENSMUSG00000030493,Faap24,L5,,
ENSMUSG00000056069,Fam105a,L5,,TYPE_II
ENSMUSG00000029270,Fam69a,L5,TYPE_I,TYPE_II
ENSMUSG00000070388,Fbxo39,L5,TYPE_I,
ENSMUSG00000015947,Fcgr1,L5,TYPE_I,TYPE_II
ENSMUSG00000022788,Fgd4,L5,,TYPE_II
ENSMUSG00000039899,Fgl2,L5,TYPE_I,TYPE_II
ENSMUSG00000035293,G2e3,L5,,
ENSMUSG00000030117,Gdf3,L5,,TYPE_II
ENSMUSG00000058064,Gm10036,L5,,
ENSMUSG00000058287,Gm12253,L5,TYPE_I,
ENSMUSG00000074419,Gm15448,L5,,
ENSMUSG00000037849,Gm4955,L5,TYPE_I,TYPE_II
ENSMUSG00000058163,Gm5431,L5,TYPE_I,TYPE_II
ENSMUSG00000073407,Gm6034,L5,,
ENSMUSG00000090881,Gm6904,L5,,
ENSMUSG00000050299,Gm9843,L5,,
ENSMUSG00000038811,Gngt2,L5,TYPE_I,TYPE_II
ENSMUSG00000038390,Gpr162,L5,,TYPE_II
ENSMUSG00000021886,Gpr65,L5,TYPE_I,TYPE_II
ENSMUSG00000034708,Grn,L5,TYPE_I,
ENSMUSG00000079186,Gzmc,L5,,
ENSMUSG00000006930,Hap1,L5,TYPE_I,TYPE_II
ENSMUSG00000020399,Havcr2,L5,TYPE_I,TYPE_II
ENSMUSG00000035181,Heatr5a,L5,,TYPE_II
ENSMUSG00000018925,Heatr9,L5,TYPE_I,TYPE_II
ENSMUSG00000028332,Hemgn,L5,,
ENSMUSG00000029798,Herc6,L5,TYPE_I,TYPE_II
ENSMUSG00000025232,Hexa,L5,,
ENSMUSG00000021665,Hexb,L5,,
ENSMUSG00000069307,Hist1h2bq,L5,,
ENSMUSG00000004980,Hnrnpa2b1,L5,TYPE_I,
ENSMUSG00000035273,Hpse,L5,TYPE_I,TYPE_II
ENSMUSG00000021208,Ifi27l2b,L5,TYPE_I,
ENSMUSG00000010358,Ifi35,L5,TYPE_I,TYPE_II
ENSMUSG00000028037,Ifi44,L5,TYPE_I,TYPE_II
ENSMUSG00000026896,Ifih1,L5,TYPE_I,TYPE_II
ENSMUSG00000034459,Ifit1,L5,TYPE_I,TYPE_II
ENSMUSG00000067297,Ifit1bl2,L5,TYPE_I,
ENSMUSG00000074896,Ifit3,L5,TYPE_I,TYPE_II
ENSMUSG00000062488,Ifit3b,L5,TYPE_I,TYPE_II
ENSMUSG00000048806,Ifnb1,L5,TYPE_I,TYPE_II
ENSMUSG00000030281,Il17rc,L5,,
ENSMUSG00000068758,Il3ra,L5,,
ENSMUSG00000029771,Irf5,L5,TYPE_I,TYPE_II
ENSMUSG00000025498,Irf7,L5,TYPE_I,TYPE_II
ENSMUSG00000002325,Irf9,L5,TYPE_I,TYPE_II
ENSMUSG00000035692,Isg15,L5,TYPE_I,TYPE_II
ENSMUSG00000039236,Isg20,L5,TYPE_I,TYPE_II
ENSMUSG00000027111,Itga6,L5,TYPE_I,TYPE_II
ENSMUSG00000035775,Krt20,L5,TYPE_I,
ENSMUSG00000055541,Lair1,L5,TYPE_I,TYPE_II
ENSMUSG00000042487,Leo1,L5,,
ENSMUSG00000033880,Lgals3bp,L5,TYPE_I,TYPE_II
ENSMUSG00000001123,Lgals9,L5,TYPE_I,TYPE_II
ENSMUSG00000000247,Lhx2,L5,TYPE_I,TYPE_II
ENSMUSG00000049939,Lrrc4,L5,TYPE_I,TYPE_II
ENSMUSG00000073412,Lst1,L5,TYPE_I,
ENSMUSG00000022587,Ly6e,L5,TYPE_I,TYPE_II
ENSMUSG00000020310,Madcam1,L5,,
ENSMUSG00000032344,Mb21d1,L5,TYPE_I,TYPE_II
ENSMUSG00000034854,Mfsd12,L5,,
ENSMUSG00000024675,Ms4a4c,L5,TYPE_I,TYPE_II
ENSMUSG00000024677,Ms4a6b,L5,TYPE_I,TYPE_II
ENSMUSG00000079419,Ms4a6c,L5,TYPE_I,TYPE_II
ENSMUSG00000029009,Mthfr,L5,TYPE_I,TYPE_II
ENSMUSG00000031813,Mvb12a,L5,TYPE_I,
ENSMUSG00000000386,Mx1,L5,TYPE_I,TYPE_II
ENSMUSG00000025912,Mybl1,L5,,
ENSMUSG00000001751,Naglu,L5,,
ENSMUSG00000024587,Nars,L5,,TYPE_II
ENSMUSG00000039697,Ncoa7,L5,TYPE_I,
ENSMUSG00000020936,Nmt1,L5,,
ENSMUSG00000002108,Nr1h3,L5,TYPE_I,TYPE_II
ENSMUSG00000026398,Nr5a2,L5,,
ENSMUSG00000052776,Oas1a,L5,TYPE_I,TYPE_II
ENSMUSG00000001166,Oas1c,L5,TYPE_I,
ENSMUSG00000066861,Oas1g,L5,TYPE_I,TYPE_II
ENSMUSG00000032690,Oas2,L5,TYPE_I,TYPE_II
ENSMUSG00000032661,Oas3,L5,TYPE_I,TYPE_II
ENSMUSG00000041827,Oasl1,L5,TYPE_I,TYPE_II
ENSMUSG00000029561,Oasl2,L5,TYPE_I,TYPE_II
ENSMUSG00000029468,P2rx7,L5,TYPE_I,
ENSMUSG00000051048,P4ha3,L5,,
ENSMUSG00000034575,Papd7,L5,TYPE_I,TYPE_II
